User_ID,Customer_Name,Gender,Age,Age_Group,Generation,Marital_Status,Occupation,State,Zone,Product_ID,Product_Category,Orders,Amount,Avg_Order_Value,Customer_Segment
1004447,Ajay,Female,49,46-50,Senior,Single,Food Processing,Delhi,Central,P00115142,Footwear & Shoes,2,12240,6120,Regular
1005345,Tiffany,Male,34,26-35,Adult,Married,Govt,Bihar,Eastern,P00184442,Furniture,1,12239,12239,Regular
1004510,Crebagga,Female,49,46-50,Senior,Married,IT Sector,Karnataka,Southern,P00250542,Footwear & Shoes,4,12238,3060,Regular
1004867,Chandni,Female,32,26-35,Adult,Married,Chemical,Karnataka,Southern,P00280442,Footwear & Shoes,1,12237,12237,Regular
1000557,Marc,Male,69,55+,Elder,Married,Aviation,Maharashtra,Western,P00057642,Footwear & Shoes,3,12237,4079,Regular
1000792,Meador,Female,33,26-35,Adult,Single,Aviation,Karnataka,Southern,P00345942,Footwear & Shoes,4,12235,3059,Regular
1001676,Kirti,Female,19,18-25,Youth,Single,IT Sector,Uttar Pradesh,Central,P0094642,Footwear & Shoes,3,12233,4078,Regular
1005488,Logan,Male,27,26-35,Adult,Single,IT Sector,Madhya Pradesh,Central,P00201342,Footwear & Shoes,4,12232,3058,Regular
1004333,Satty,Male,53,51-55,Senior,Married,Govt,Uttar Pradesh,Central,P00225842,Footwear & Shoes,3,12230,4077,Regular
1005914,Pamela,Female,40,36-45,Mid Age,Married,Automobile,Karnataka,Southern,P00000642,Footwear & Shoes,2,12229,6114,Regular
1003930,Nora,Male,75,55+,Elder,Single,Lawyer,Uttar Pradesh,Central,P00182442,Footwear & Shoes,2,12228,6114,Regular
1003635,Calhoun,Male,51,51-55,Senior,Single,Hospitality,Uttarakhand,Central,P00106042,Footwear & Shoes,4,12228,3057,Regular
1000308,Bzostek,Female,26,26-35,Adult,Single,IT Sector,Delhi,Central,P00062742,Footwear & Shoes,1,12222,12222,Regular
1001146,Shivam,Male,24,18-25,Youth,Married,IT Sector,Delhi,Central,P00129142,Footwear & Shoes,3,12220,4073,Regular
1004083,Randy,Male,88,55+,Elder,Single,Retail,Maharashtra,Western,P00163442,Footwear & Shoes,1,12218,12218,Regular
1004253,Ekta,Male,50,46-50,Senior,Single,Lawyer,Kerala,Southern,P00235842,Furniture,1,12216,12216,Regular
1004237,Doherty,Female,32,26-35,Adult,Married,Banking,Delhi,Central,P00295742,Footwear & Shoes,3,12214,4071,Regular
1003957,Erin,Female,36,36-45,Mid Age,Single,Chemical,Uttar Pradesh,Central,P00243942,Footwear & Shoes,3,12214,4071,Regular
1003130,Philisse,Male,27,26-35,Adult,Single,Media,Karnataka,Southern,P00357842,Footwear & Shoes,4,12211,3053,Regular
1002233,Vicky,Male,38,36-45,Mid Age,Single,Textile,Maharashtra,Western,P00015642,Furniture,4,12208,3052,Regular
1002498,Sonal,Male,57,55+,Elder,Single,Healthcare,Uttar Pradesh,Central,P00329742,Footwear & Shoes,2,12208,6104,Regular
1004808,Anthony,Female,39,36-45,Mid Age,Married,Aviation,Haryana,Northern,P00270142,Tupperware,1,12207,12207,Regular
1005026,Stuti,Female,31,26-35,Adult,Single,Construction,Madhya Pradesh,Central,P00218642,Furniture,1,12205,12205,Regular
1005864,Hansen,Male,53,51-55,Senior,Single,Aviation,Uttar Pradesh,Central,P00010742,Tupperware,3,12199,4066,Regular
1001812,Aleksandra,Male,27,26-35,Adult,Married,Healthcare,Delhi,Central,P00198142,Furniture,4,12198,3050,Regular
1001812,Aleksandra,Male,27,26-35,Adult,Married,Healthcare,Punjab,Northern,P00198142,Furniture,2,12198,6099,Regular
1004663,Manshul,Male,35,26-35,Adult,Married,IT Sector,Kerala,Southern,P00289042,Footwear & Shoes,1,12196,12196,Regular
1003346,Pete,Female,41,36-45,Mid Age,Single,Hospitality,Karnataka,Southern,P00178242,Footwear & Shoes,2,12192,6096,Regular
1001640,Sarah,Female,40,36-45,Mid Age,Single,Food Processing,Karnataka,Southern,P00295842,Footwear & Shoes,1,12190,12190,Regular
1002136,Lacy,Female,42,36-45,Mid Age,Single,Banking,Kerala,Southern,P00014642,Furniture,3,12190,4063,Regular
1005986,Parnavi,Male,83,55+,Elder,Single,Food Processing,Maharashtra,Western,P00103342,Footwear & Shoes,3,12189,4063,Regular
1005788,Bixby,Male,34,26-35,Adult,Single,Healthcare,Maharashtra,Western,P00343542,Footwear & Shoes,4,12183,3046,Regular
1003476,Lalita,Female,51,51-55,Senior,Married,Banking,Himachal Pradesh,Northern,P00037442,Footwear & Shoes,3,12180,4060,Regular
1003476,Lalita,Female,51,51-55,Senior,Married,Banking,Madhya Pradesh,Central,P00037442,Footwear & Shoes,4,12180,3045,Regular
1000839,Hilary,Female,32,26-35,Adult,Single,Healthcare,Karnataka,Southern,P00198742,Footwear & Shoes,3,12175,4058,Regular
1005520,Farry,Female,48,46-50,Senior,Single,Chemical,Madhya Pradesh,Central,P00334242,Furniture,1,12175,12175,Regular
1004725,Jackson,Female,41,36-45,Mid Age,Single,Automobile,Karnataka,Southern,P00054542,Footwear & Shoes,3,12174,4058,Regular
1004831,Boyes,Male,35,26-35,Adult,Single,Govt,Madhya Pradesh,Central,P00123742,Furniture,4,12173,3043,Regular
1003841,Philip,Female,48,46-50,Senior,Single,Agriculture,Madhya Pradesh,Central,P00179842,Footwear & Shoes,4,12172,3043,Regular
1002053,Sauptik,Female,48,46-50,Senior,Married,IT Sector,Karnataka,Southern,P00368242,Footwear & Shoes,2,12171,6086,Regular
1000984,Ben,Female,54,51-55,Senior,Single,Healthcare,Karnataka,Southern,P00187842,Footwear & Shoes,4,12170,3042,Regular
1000097,Lisha,Male,44,36-45,Mid Age,Single,Hospitality,Uttar Pradesh,Central,P00100742,Furniture,2,12163,6082,Regular
1004260,Lisha,Female,27,26-35,Adult,Married,Textile,Uttar Pradesh,Central,P00125342,Footwear & Shoes,1,12162,12162,Regular
1005114,Zic,Male,16,0-17,Teen,Married,Chemical,Uttarakhand,Central,P00025642,Footwear & Shoes,2,12162,6081,Regular
1003974,Shubham,Male,40,36-45,Mid Age,Single,Media,Uttar Pradesh,Central,P00158942,Footwear & Shoes,4,12161,3040,Regular
1005339,Pak,Female,19,18-25,Youth,Single,Healthcare,Karnataka,Southern,P00105142,Footwear & Shoes,3,12160,4053,Regular
1004898,Powers,Female,35,26-35,Adult,Single,Automobile,Karnataka,Southern,P00069142,Footwear & Shoes,2,12159,6080,Regular
1000710,Nripraj,Female,33,26-35,Adult,Single,Chemical,Delhi,Central,P00040042,Footwear & Shoes,1,12157,12157,Regular
1001861,Eno,Male,52,51-55,Senior,Married,Lawyer,Uttar Pradesh,Central,P00080042,Footwear & Shoes,3,12157,4052,Regular
1004034,Avish,Female,27,26-35,Adult,Married,Aviation,Delhi,Central,P00117942,Footwear & Shoes,4,12155,3039,Regular
1005142,Merwin,Female,31,26-35,Adult,Single,Construction,Delhi,Central,P00134042,Footwear & Shoes,3,12154,4051,Regular
1004732,Sudheer,Female,26,26-35,Adult,Married,Aviation,Delhi,Central,P00078542,Footwear & Shoes,3,12153,4051,Regular
1001339,Hendricks,Female,44,36-45,Mid Age,Married,Aviation,Uttar Pradesh,Central,P00316442,Furniture,2,12147,6074,Regular
1001778,Paige,Female,18,18-25,Youth,Single,Automobile,Gujarat,Western,P00323442,Furniture,2,12144,6072,Regular
1004109,Arsheen,Male,43,36-45,Mid Age,Married,Chemical,Maharashtra,Western,P00346142,Footwear & Shoes,2,12144,6072,Regular
1000710,Nripraj,Female,28,26-35,Adult,Married,Banking,Bihar,Eastern,P00002242,Furniture,4,12132,3033,Regular
1002934,Brumley,Male,41,36-45,Mid Age,Married,Hospitality,Madhya Pradesh,Central,P00163242,Furniture,1,12127,12127,Regular
1004373,Byrd,Female,53,51-55,Senior,Married,IT Sector,Karnataka,Southern,P00200342,Food,3,12126,4042,Regular
1003729,Arun,Female,18,18-25,Youth,Single,Aviation,Maharashtra,Western,P00034842,Furniture,1,12126,12126,Regular
1000956,Aayushi,Female,38,36-45,Mid Age,Married,Lawyer,Delhi,Central,P00361842,Footwear & Shoes,3,12125,4042,Regular
1004735,Rishabh,Female,50,46-50,Senior,Single,Construction,Karnataka,Southern,P00173342,Food,2,12125,6062,Regular
1003929,Prajakta,Female,30,26-35,Adult,Married,Agriculture,Delhi,Central,P00320742,Footwear & Shoes,1,12124,12124,Regular
1001793,Farah,Female,30,26-35,Adult,Married,Aviation,Uttar Pradesh,Central,P00120042,Footwear & Shoes,4,12124,3031,Regular
1001449,Dorris,Male,44,36-45,Mid Age,Married,Media,Punjab,Northern,P00241642,Footwear & Shoes,4,12123,3031,Regular
1001948,Jennifer,Male,17,0-17,Teen,Married,Healthcare,Uttar Pradesh,Central,P00303442,Food,2,12120,6060,Regular
1005917,Moray,Male,53,51-55,Senior,Married,Govt,Uttar Pradesh,Central,P00010942,Food,1,12119,12119,Regular
1000090,Rittenbach,Male,65,55+,Elder,Single,Automobile,Uttarakhand,Central,P00192842,Footwear & Shoes,4,12119,3030,Regular
1002110,Carroll,Female,55,51-55,Senior,Married,IT Sector,Karnataka,Southern,P00116542,Footwear & Shoes,3,12118,4039,Regular
1002195,Shatayu,Female,13,0-17,Teen,Single,Govt,Maharashtra,Western,P0099742,Food,3,12118,4039,Regular
1002752,Matt,Female,30,26-35,Adult,Single,Automobile,Delhi,Central,P00152542,Footwear & Shoes,3,12114,4038,Regular
1004802,Patil,Female,61,55+,Elder,Single,Banking,Delhi,Central,P00275842,Food,1,12112,12112,Regular
1001737,Adhvaita,Female,41,36-45,Mid Age,Single,Aviation,Himachal Pradesh,Northern,P00065042,Furniture,2,12112,6056,Regular
1004007,Shifley,Female,39,36-45,Mid Age,Single,Automobile,Maharashtra,Western,P00057542,Food,4,12112,3028,Regular
1002383,Fuller,Male,31,26-35,Adult,Married,Chemical,Kerala,Southern,P00100842,Food,2,12110,6055,Regular
1000780,Ishit,Female,30,26-35,Adult,Single,Aviation,Maharashtra,Western,P00139942,Furniture,4,12110,3028,Regular
1003992,Ross,Female,26,26-35,Adult,Single,IT Sector,Karnataka,Southern,P00260442,Food,3,12109,4036,Regular
1001926,Barton,Male,15,0-17,Teen,Single,Media,Madhya Pradesh,Central,P00117442,Food,1,12108,12108,Regular
1001812,Aleksandra,Male,28,26-35,Adult,Single,Aviation,Kerala,Southern,P00182442,Food,4,12107,3027,Regular
1003546,Nockton,Female,34,26-35,Adult,Married,Food Processing,Karnataka,Southern,P00086642,Food,2,12106,6053,Regular
1001142,Hitika,Female,25,18-25,Youth,Single,Aviation,Maharashtra,Western,P00250342,Food,1,12106,12106,Regular
1005853,Vineet,Female,52,51-55,Senior,Single,Media,Uttar Pradesh,Central,P00122442,Food,3,12106,4035,Regular
1005173,Peter,Male,15,0-17,Teen,Married,Chemical,Karnataka,Southern,P00350342,Footwear & Shoes,4,12105,3026,Regular
1001960,Joni,Female,48,46-50,Senior,Married,Healthcare,Delhi,Central,P00031042,Footwear & Shoes,1,12104,12104,Regular
1004644,Pournamasi,Female,53,51-55,Senior,Married,Aviation,Delhi,Central,P00161842,Footwear & Shoes,2,12102,6051,Regular
1001051,Aastha,Male,27,26-35,Adult,Single,Chemical,Uttar Pradesh,Central,P00046742,Furniture,1,12102,12102,Regular
1005939,Abhimanyu,Male,46,46-50,Senior,Single,Healthcare,Delhi,Central,P00115342,Food,3,12101,4034,Regular
1004258,Katrina,Female,28,26-35,Adult,Married,Banking,Maharashtra,Western,P00152742,Food,3,12100,4033,Regular
1005312,Brooke,Female,34,26-35,Adult,Married,Aviation,Andhra Pradesh,Southern,P00028842,Food,3,12099,4033,Regular
1005296,Sanjna,Male,15,0-17,Teen,Married,Aviation,Delhi,Central,P00033542,Food,4,12099,3025,Regular
1000192,Boeckenhauer,Female,20,18-25,Youth,Married,IT Sector,Haryana,Northern,P00160042,Food,4,12099,3025,Regular
1002744,Brumley,Female,18,18-25,Youth,Married,Healthcare,Maharashtra,Western,P00010542,Food,2,12099,6050,Regular
1000676,Blacks,Female,22,18-25,Youth,Single,Govt,Maharashtra,Western,P00080342,Food,3,12099,4033,Regular
1000616,Ashbrook,Female,32,26-35,Adult,Single,Banking,Maharashtra,Western,P00330242,Food,3,12097,4032,Regular
1003807,Suman,Male,39,36-45,Mid Age,Married,Banking,Maharashtra,Western,P00163442,Food,2,12097,6048,Regular
1000155,Lori,Female,43,36-45,Mid Age,Married,IT Sector,Uttar Pradesh,Central,P00080342,Food,2,12097,6048,Regular
1004054,Hitesh,Female,39,36-45,Mid Age,Married,Aviation,Karnataka,Southern,P00176942,Food,2,12096,6048,Regular
1003736,Aman,Female,43,36-45,Mid Age,Single,Aviation,Uttar Pradesh,Central,P00147342,Furniture,1,12095,12095,Regular
1000216,Gjertsen,Male,50,46-50,Senior,Married,IT Sector,Maharashtra,Western,P00362942,Food,4,12093,3023,Regular
1003491,Freymann,Male,33,26-35,Adult,Single,Media,Uttar Pradesh,Central,P00280842,Food,4,12093,3023,Regular
1005812,Chikku,Male,35,26-35,Adult,Married,Hospitality,Jharkhand,Eastern,P00314142,Food,2,12091,6046,Regular
1005282,Hood,Male,21,18-25,Youth,Single,Healthcare,Karnataka,Southern,P00197042,Food,1,12090,12090,Regular
1005522,Mitch,Female,34,26-35,Adult,Single,Textile,Madhya Pradesh,Central,P00299242,Food,1,12090,12090,Regular
1003909,Reed,Female,19,18-25,Youth,Married,Healthcare,Andhra Pradesh,Southern,P00229942,Food,2,12089,6044,Regular
1003996,Holt,Female,25,18-25,Youth,Married,Banking,Delhi,Central,P00303342,Food,1,12089,12089,Regular
1000033,Yaanvi,Female,50,46-50,Senior,Single,Automobile,Uttar Pradesh,Central,P00331342,Food,4,12089,3022,Regular
1004344,Hildebrand,Female,33,26-35,Adult,Single,Lawyer,Gujarat,Western,P00259542,Food,1,12088,12088,Regular
1005390,Naresj,Female,15,0-17,Teen,Single,Healthcare,Maharashtra,Western,P00118742,Food,1,12087,12087,Regular
1003768,Braxton,Female,34,26-35,Adult,Married,Media,Uttar Pradesh,Central,P00128942,Furniture,2,12087,6044,Regular
1001680,Vasudev,Male,26,26-35,Adult,Married,IT Sector,Madhya Pradesh,Central,P00339342,Food,3,12085,4028,Regular
1003821,Shantanu,Female,31,26-35,Adult,Single,Banking,Delhi,Central,P00070942,Food,1,12084,12084,Regular
1002304,Yoseph,Female,48,46-50,Senior,Single,IT Sector,Uttar Pradesh,Central,P00069242,Food,3,12084,4028,Regular
1001358,Jaydeep,Female,43,36-45,Mid Age,Married,IT Sector,Kerala,Southern,P00127342,Furniture,3,12083,4028,Regular
1003224,Kushal,Male,35,26-35,Adult,Single,Lawyer,Delhi,Central,P00332942,Food,2,12082,6041,Regular
1000413,Janet,Female,30,26-35,Adult,Single,Banking,Andhra Pradesh,Southern,P00029242,Food,2,12081,6040,Regular
1002866,Ausman,Female,31,26-35,Adult,Married,Lawyer,Maharashtra,Western,P00258742,Food,4,12081,3020,Regular
1005241,Adam,Male,30,26-35,Adult,Married,IT Sector,Gujarat,Western,P00302842,Food,3,12079,4026,Regular
1003716,Praneet,Female,18,18-25,Youth,Married,Food Processing,Uttar Pradesh,Central,P00001842,Food,4,12078,3020,Regular
1003990,Cathy,Female,35,26-35,Adult,Married,Media,Gujarat,Western,P00110742,Food,1,12076,12076,Regular
1000904,Aditi,Female,41,36-45,Mid Age,Single,Aviation,Karnataka,Southern,P00303042,Food,4,12076,3019,Regular
1002660,Coram,Female,90,55+,Elder,Single,Healthcare,Madhya Pradesh,Central,P00232842,Food,3,12074,4025,Regular
1002374,Devendra,Female,30,26-35,Adult,Single,Govt,Uttar Pradesh,Central,P00233542,Food,4,12072,3018,Regular
1000482,Mukesh,Female,32,26-35,Adult,Single,Textile,Madhya Pradesh,Central,P00129642,Food,1,12071,12071,Regular
1000265,Carlisle,Male,38,36-45,Mid Age,Single,Automobile,Uttar Pradesh,Central,P00343442,Food,2,12071,6036,Regular
1001130,Vivian,Female,22,18-25,Youth,Single,Media,Karnataka,Southern,P00296042,Food,1,12069,12069,Regular
1003592,Hooks,Male,84,55+,Elder,Married,Lawyer,Delhi,Central,P00295442,Food,3,12067,4022,Regular
1001376,Tanja,Male,49,46-50,Senior,Single,Media,Karnataka,Southern,P00250642,Food,2,12067,6034,Regular
1003916,Surabhi,Female,33,26-35,Adult,Single,Govt,Uttar Pradesh,Central,P00320742,Food,3,12067,4022,Regular
1003476,Lalita,Female,51,51-55,Senior,Single,Media,Delhi,Central,P00324042,Food,4,12066,3016,Regular
1002457,Latchford,Female,34,26-35,Adult,Single,Healthcare,Madhya Pradesh,Central,P00065242,Food,2,12065,6032,Regular
1002721,Conant,Female,50,46-50,Senior,Single,Hospitality,Madhya Pradesh,Central,P00358442,Food,1,12065,12065,Regular
1002444,Coyne,Male,50,46-50,Senior,Single,IT Sector,Maharashtra,Western,P00205142,Food,3,12063,4021,Regular
1000563,Rosenberg,Female,33,26-35,Adult,Married,Govt,Uttar Pradesh,Central,P00079742,Food,2,12063,6032,Regular
1001397,Ferguson,Female,37,36-45,Mid Age,Married,Hospitality,Maharashtra,Western,P00260042,Furniture,4,12061,3015,Regular
1001727,Lanier,Female,39,36-45,Mid Age,Single,Healthcare,Uttar Pradesh,Central,P00313442,Food,1,12061,12061,Regular
1005996,Subhasmita,Male,31,26-35,Adult,Single,Lawyer,Delhi,Central,P00028542,Food,2,12060,6030,Regular
1000263,Sam,Male,31,26-35,Adult,Married,Lawyer,Himachal Pradesh,Northern,P00355142,Food,4,12060,3015,Regular
1003196,Tushina,Male,23,18-25,Youth,Single,Construction,Karnataka,Southern,P00114942,Food,1,12056,12056,Regular
1000474,Gary,Female,32,26-35,Adult,Married,Aviation,Andhra Pradesh,Southern,P00018942,Food,2,12055,6028,Regular
1000442,Vivek,Female,34,26-35,Adult,Married,Govt,Madhya Pradesh,Central,P00052442,Food,1,12054,12054,Regular
1004524,Anjali,Female,27,26-35,Adult,Single,IT Sector,Uttar Pradesh,Central,P00161942,Food,4,12054,3014,Regular
1000022,Alan,Female,19,18-25,Youth,Married,IT Sector,Madhya Pradesh,Central,P00280542,Food,4,12050,3012,Regular
1004800,Dennis,Female,25,18-25,Youth,Married,Govt,Uttar Pradesh,Central,P00221342,Food,1,12049,12049,Regular
1000161,Chloris,Female,46,46-50,Senior,Married,Govt,Madhya Pradesh,Central,P00086042,Food,4,12048,3012,Regular
1003125,Theresa,Female,31,26-35,Adult,Single,Banking,Haryana,Northern,P00283142,Food,4,12047,3012,Regular
1004148,Dahlen,Male,38,36-45,Mid Age,Married,Healthcare,Uttar Pradesh,Central,P00162442,Food,2,12047,6024,Regular
1004189,Koutras,Male,44,36-45,Mid Age,Single,IT Sector,Uttar Pradesh,Central,P00085242,Food,2,12046,6023,Regular
1001779,Wiediger,Female,21,18-25,Youth,Married,Hospitality,Bihar,Eastern,P00065042,Food,4,12044,3011,Regular
1002969,Yotov,Female,34,26-35,Adult,Married,Banking,Madhya Pradesh,Central,P00234542,Food,3,12044,4015,Regular
1003841,Philip,Female,47,46-50,Senior,Single,Agriculture,Haryana,Northern,P00245242,Food,1,12043,12043,Regular
1005333,MacIntyre,Male,30,26-35,Adult,Single,Media,Uttar Pradesh,Central,P00030642,Food,1,12043,12043,Regular
1005394,Cari,Male,18,18-25,Youth,Single,Textile,Maharashtra,Western,P00071042,Food,3,12042,4014,Regular
1001274,Quincy,Female,47,46-50,Senior,Married,Automobile,Telangana,Southern,P00368142,Food,4,12042,3010,Regular
1004640,Nirja,Female,26,26-35,Adult,Single,Healthcare,Andhra Pradesh,Southern,P00286742,Food,3,12040,4013,Regular
1002796,Thompson,Female,29,26-35,Adult,Married,Healthcare,Maharashtra,Western,P00154042,Food,2,12040,6020,Regular
1002962,K,Female,44,36-45,Mid Age,Single,Healthcare,Uttar Pradesh,Central,P00003242,Food,3,12039,4013,Regular
1002276,Pournamasi,Female,86,55+,Elder,Married,Textile,Madhya Pradesh,Central,P00184942,Food,1,12038,12038,Regular
1003735,Soodesh,Female,35,26-35,Adult,Married,Hospitality,Bihar,Eastern,P00313442,Food,3,12036,4012,Regular
1002878,Duane,Male,53,51-55,Senior,Single,Banking,Andhra Pradesh,Southern,P00197042,Furniture,1,12035,12035,Regular
1005656,McAfee,Female,34,26-35,Adult,Married,Automobile,Telangana,Southern,P00131042,Food,2,12035,6018,Regular
1003002,Ameesha,Female,46,46-50,Senior,Single,Healthcare,Karnataka,Southern,P00213142,Food,3,12034,4011,Regular
1002744,Brumley,Female,23,18-25,Youth,Married,Hospitality,Madhya Pradesh,Central,P00079042,Food,3,12032,4011,Regular
1005606,Cano,Male,28,26-35,Adult,Married,IT Sector,Maharashtra,Western,P00310242,Food,1,12032,12032,Regular
1000161,Chloris,Female,48,46-50,Senior,Single,Hospitality,Uttar Pradesh,Central,P00110942,Food,1,12031,12031,Regular
1004085,Frazer,Male,32,26-35,Adult,Married,Banking,Uttar Pradesh,Central,P00259842,Furniture,4,12030,3008,Regular
1000531,Noel,Male,18,18-25,Youth,Single,Healthcare,Himachal Pradesh,Northern,P00085942,Food,1,12028,12028,Regular
1001926,Barton,Male,13,0-17,Teen,Married,Hospitality,Maharashtra,Western,P00298242,Food,3,12027,4009,Regular
1001358,Jaydeep,Female,43,36-45,Mid Age,Single,Banking,Andhra Pradesh,Southern,P00270942,Food,2,12025,6012,Regular
1000810,Lonsdale,Female,34,26-35,Adult,Single,Media,Maharashtra,Western,P00058042,Food,4,12024,3006,Regular
1005105,Becker,Female,54,51-55,Senior,Married,Govt,Madhya Pradesh,Central,P00086342,Food,4,12021,3005,Regular
1004041,Fritzler,Female,20,18-25,Youth,Single,Hospitality,Maharashtra,Western,P00016742,Food,4,12021,3005,Regular
1001884,Eugene,Female,50,46-50,Senior,Married,Banking,Karnataka,Southern,P00356942,Food,1,12019,12019,Regular
1006001,Halladay,Male,29,26-35,Adult,Married,Hospitality,Delhi,Central,P00161942,Food,1,12017,12017,Regular
1002043,Roper,Female,33,26-35,Adult,Married,Govt,Karnataka,Southern,P00278442,Food,1,12017,12017,Regular
1000256,Maribeth,Female,50,46-50,Senior,Single,Healthcare,Maharashtra,Western,P00130742,Food,1,12017,12017,Regular
1004118,Teena,Female,31,26-35,Adult,Married,Media,Uttar Pradesh,Central,P00337242,Food,4,12016,3004,Regular
1000026,Arntzen,Female,34,26-35,Adult,Single,Textile,Karnataka,Southern,P0095142,Furniture,2,12014,6007,Regular
1003602,Julia,Female,27,26-35,Adult,Single,Healthcare,Maharashtra,Western,P00254942,Food,1,12014,12014,Regular
1000891,Lawera,Female,33,26-35,Adult,Married,Media,Haryana,Northern,P00117442,Food,2,12013,6006,Regular
1003080,Yash,Female,28,26-35,Adult,Single,Food Processing,Uttar Pradesh,Central,P00370342,Food,3,12013,4004,Regular
1002130,Abhishek,Female,47,46-50,Senior,Married,Media,Karnataka,Southern,P00113242,Food,2,12012,6006,Regular
1003171,Reichenbach,Male,55,51-55,Senior,Married,Aviation,Madhya Pradesh,Central,P00009742,Food,3,12012,4004,Regular
1001365,Kiefer,Male,12,0-17,Teen,Married,Healthcare,Gujarat,Western,P00086442,Food,2,12011,6006,Regular
1003319,Jill,Male,70,55+,Elder,Single,Media,Uttar Pradesh,Central,P00357242,Furniture,1,12011,12011,Regular
1002223,Adrian,Female,29,26-35,Adult,Single,IT Sector,Maharashtra,Western,P00149642,Furniture,2,12010,6005,Regular
1001182,Zypern,Female,14,0-17,Teen,Single,Chemical,Uttar Pradesh,Central,P00361842,Food,4,12010,3002,Regular
1005595,Arti,Female,33,26-35,Adult,Single,Hospitality,Karnataka,Southern,P00209742,Food,1,12009,12009,Regular
1005755,Rittenbach,Male,42,36-45,Mid Age,Single,Aviation,Uttar Pradesh,Central,P00110142,Furniture,4,12009,3002,Regular
1001037,Overcash,Female,48,46-50,Senior,Married,Automobile,Haryana,Northern,P00370642,Food,3,12008,4003,Regular
1003041,Mitali,Female,27,26-35,Adult,Single,Food Processing,Maharashtra,Western,P00365042,Food,1,12007,12007,Regular
1003711,Manning,Female,37,36-45,Mid Age,Married,Chemical,Maharashtra,Western,P00347642,Food,3,12006,4002,Regular
1005217,Ludwig,Female,26,26-35,Adult,Single,Healthcare,Uttar Pradesh,Central,P00237542,Food,3,12006,4002,Regular
1000062,Phonely,Male,45,36-45,Mid Age,Single,IT Sector,Bihar,Eastern,P00061242,Food,2,12005,6002,Regular
1001866,Ashley,Female,29,26-35,Adult,Married,Govt,Maharashtra,Western,P00211142,Food,4,12001,3000,Regular
1002174,DeMoss,Female,51,51-55,Senior,Married,Automobile,Uttar Pradesh,Central,P00075542,Food,4,12001,3000,Regular
1003242,Sneha,Female,51,51-55,Senior,Single,Retail,Maharashtra,Western,P00246142,Food,2,11999,6000,Regular
1005780,Meador,Female,20,18-25,Youth,Single,Agriculture,Delhi,Central,P00284642,Food,4,11998,3000,Regular
1005065,Tanvi,Female,31,26-35,Adult,Single,Textile,Haryana,Northern,P00046142,Food,1,11996,11996,Regular
1001058,Bathina,Female,26,26-35,Adult,Married,Automobile,Kerala,Southern,P00102242,Furniture,1,11996,11996,Regular
1003469,Schoenberger,Female,46,46-50,Senior,Married,IT Sector,Andhra Pradesh,Southern,P00089442,Food,4,11992,2998,Regular
1004704,Manshul,Female,23,18-25,Youth,Married,Aviation,Delhi,Central,P00321942,Food,4,11992,2998,Regular
1000889,Parth,Female,46,46-50,Senior,Single,Hospitality,Maharashtra,Western,P00239942,Food,2,11992,5996,Regular
1005197,Radford,Male,63,55+,Elder,Single,Healthcare,Uttar Pradesh,Central,P00308642,Food,4,11992,2998,Regular
1005337,Blanton,Male,38,36-45,Mid Age,Married,Food Processing,Maharashtra,Western,P00243942,Food,3,11991,3997,Regular
1004838,Luxemburg,Female,46,46-50,Senior,Single,Lawyer,Maharashtra,Western,P00303642,Food,1,11990,11990,Regular
1003487,Jesus,Female,23,18-25,Youth,Single,Aviation,Karnataka,Southern,P00052542,Food,1,11989,11989,Regular
1002526,Shreya,Female,75,55+,Elder,Married,Food Processing,Kerala,Southern,P00113242,Food,3,11989,3996,Regular
1000767,Dave,Female,34,26-35,Adult,Married,IT Sector,Maharashtra,Western,P00183242,Food,3,11989,3996,Regular
1005501,Trupti,Female,35,26-35,Adult,Single,Media,Uttar Pradesh,Central,P00259442,Food,4,11989,2997,Regular
1003824,Dilbeck,Female,28,26-35,Adult,Married,Healthcare,Haryana,Northern,P00204342,Food,4,11988,2997,Regular
1000426,Dryer,Female,23,18-25,Youth,Single,Hospitality,Jharkhand,Eastern,P00286842,Food,1,11988,11988,Regular
1003589,Atkinson,Male,46,46-50,Senior,Single,Aviation,Uttar Pradesh,Central,P00042742,Furniture,2,11987,5994,Regular
1000355,Roy,Female,19,18-25,Youth,Single,IT Sector,Karnataka,Southern,P00251942,Food,3,11986,3995,Regular
1002340,James,Female,41,36-45,Mid Age,Married,IT Sector,Andhra Pradesh,Southern,P00325742,Furniture,3,11985,3995,Regular
1005412,Benjamin,Female,32,26-35,Adult,Married,Banking,Jharkhand,Eastern,P00084842,Food,4,11984,2996,Regular
1001205,Patt,Male,61,55+,Elder,Single,Healthcare,Andhra Pradesh,Southern,P00188242,Food,1,11983,11983,Regular
1003513,Bixby,Female,29,26-35,Adult,Single,Healthcare,Gujarat,Western,P00017142,Food,1,11979,11979,Regular
1003391,Rose,Female,19,18-25,Youth,Single,IT Sector,Uttar Pradesh,Central,P00052842,Food,2,11975,5988,Regular
1000415,McCrary,Male,45,36-45,Mid Age,Single,Agriculture,Uttar Pradesh,Central,P00159542,Food,3,11974,3991,Regular
1005459,Skye,Male,15,0-17,Teen,Single,Healthcare,Jharkhand,Eastern,P00230342,Food,2,11973,5986,Regular
